Level,Recommendations
PSV,"1. To further enrich and strengthen the collections of the program under review, the acquisition of current and relevant books to meet the great demand of the users for up-to-date information is highly recommended."
PSV,"2. If budget allows, additional subscription to current and relevant journals and magazines in other areas of Development Communication be made to reinforce the serial collection."
