Level,Recommendations
2,Consultation with other agencies and students in the formulation or revision of the research agenda is encouraged.
2,"Honoraria, service credits or deloading can be done so that the faculty can do more research."
2,Faculty are encouraged to publish books or make handbooks in there are of specialization.
