Level,Recommendations
3,1. A widest dissemination through all possible means of the vision and mission of the University as well as the goals and objectives of the College in both the print and mass media should regularly be considered in order to increase the level of awareness of its clientele particularly of the College
3,2. There should be regular researches on the level of awareness of the vision and mission of the University together with the goals and objectives of the college and curricular program to foster the realization of its VMGO
