Level,Recommendations
4,"1. A revisit of the objectives of the BS Mathematics program and consequently its revision may be deemed necessary. CMO No. 46, series of 2012, may be referred to in the formulation of the program outcomes."
4,"2. Dissemination, awareness and internalization of the VIVIGO among students may be sustained by incorporating them during students' co-curricular and extra-curricular activities and/or posting the in the classrooms."
4,3. Full compliance to the recommendations given during the previous visits may be considered.
