Level,Recommendations
1,1. Additional researches which clearly manifest the degree program are encouraged.
1,"2. Publication of research results in local, national and international publications is encouraged."
1,3. A more effective selection of documents to include based on the survey instrument may be considered. Focus on documents relevant to the program under review.
1,4. A more effective and friendly way of presenting and packaging documents may be considered
