Level,Recommendations
['psv'],"['to', 'further', 'enrich', 'and', 'strengthen', 'the', 'collections', 'of', 'the', 'program', 'under', 'review', 'the', 'acquisition', 'of', 'current', 'and', 'relevant', 'books', 'to', 'meet', 'the', 'great', 'demand', 'of', 'the', 'users', 'for', 'uptodate', 'information', 'is', 'highly', 'recommended']"
['psv'],"['if', 'budget', 'allows', 'additional', 'subscription', 'to', 'current', 'and', 'relevant', 'journals', 'and', 'magazines', 'in', 'other', 'areas', 'of', 'development', 'communication', 'be', 'made', 'to', 'reinforce', 'the', 'serial', 'collection']"
