Level,Recommendations
psv,provide subject bibliography services for effective research work among students faculty and other clients
psv,provide other statistical data to present the utilization of the library resources to be used to improve the library collection and operation
psv,it is suggested that the installed local fire alarm be made functional for the safety of the library and its resources
psv,the acquisition of the modules to complete the library system to maximize the utilization of resources is strongly recommended
psv,it is suggested that the additional lighting facilities be acquired
psv,it is recommended that the furniture and the interior of the building be refurnished in terms of color
psv,it is necessary that the written policies and procedural manuals need be improved in format and in content
