Level,Recommendations
2,the college may consider finding a new laboratory room for the major subjects of the students the laboratory for a cooperative office setup must be provided with a wider area so as to be provided with furnishings to appear like an office where meetings can also be held
2,an ecological solid waste management plan may be crafted to ensure proper laboratory waste disposal
