Level,Recommendations
3,periodic reports like the quarterly report may be done to monitor the status of the projects being implemented
3,problems encountered or feedbacks may be discussed with the concerned group
3,it is suggested that a support staff be assigned to the college to perform the jobs which could hardly be done by the faculty such as monitoring of the projects especially in the farflung barangays
