Level,Recommendations
2,institution revisit mmsu code integrate new provision attune challenge globalization asean integration towards attainment vision mission goal objective
2,college endeavor produce separate college manual lift university code
2,college encourage establish international linkage networking faculty member engage professional growth
2,conduct relevant academic activity improve practice towards attainment university vision one best university world sustain
