Course,Area,Level,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,embedding_32,embedding_33,embedding_34,embedding_35,embedding_36,embedding_37,embedding_38,embedding_39,embedding_40,embedding_41,embedding_42,embedding_43,embedding_44,embedding_45,embedding_46,embedding_47,embedding_48,embedding_49,embedding_50,embedding_51,embedding_52,embedding_53,embedding_54,embedding_55,embedding_56,embedding_57,embedding_58,embedding_59,embedding_60,embedding_61,embedding_62,embedding_63,embedding_64,embedding_65,embedding_66,embedding_67,embedding_68,embedding_69,embedding_70,embedding_71,embedding_72,embedding_73,embedding_74,embedding_75,embedding_76,embedding_77,embedding_78,embedding_79,embedding_80,embedding_81,embedding_82,embedding_83,embedding_84,embedding_85,embedding_86,embedding_87,embedding_88,embedding_89,embedding_90,embedding_91,embedding_92,embedding_93,embedding_94,embedding_95,embedding_96,embedding_97,embedding_98,embedding_99
ChemicalEngineering,Area9,3,0.13508385,-0.008952722,-0.28324798,-0.0012067859,-0.22760177,0.28568408,0.38112032,0.2558479,-0.135632,-0.10438531,-0.6492916,0.19509618,0.077911906,0.48663375,-0.15285583,-0.28966418,0.04841505,-0.42210945,-0.29891738,-0.044273067,0.090574645,0.29313746,0.0542442,0.33448324,0.2755354,0.053466897,-0.5011551,0.39538017,-0.2888145,-0.25260302,-0.042594492,-0.06320542,0.24825962,0.09029451,0.027163535,-0.05533409,0.23307689,-0.65448296,-0.009001321,0.26156163,0.14262106,0.017218309,0.40715805,-0.2284203,0.2190928,0.1382281,0.21186489,0.15533774,0.47312328,-0.30164078,-0.20615546,-0.7675411,0.04404797,-0.0312722,0.16742116,0.035863042,-0.2887286,0.1232214,-0.13557865,0.47313347,-0.19388115,-0.083509415,-0.41465494,0.26040503,0.3605646,0.2193976,0.04956988,-0.22983928,-0.41459695,0.119930685,-0.15950505,-0.028592786,-0.08524519,-0.051603224,0.100056,-0.028186837,0.04331103,-0.07024135,-0.08005337,-0.38309804,0.025774062,-0.15634896,-0.15598735,0.04775105,-0.47392663,-0.05413063,0.1136978,-0.5174654,-0.27073845,0.15558402,-0.55711114,0.52130973,0.118290134,-0.4876058,0.21333896,-0.10413017,-0.11990702,0.08582432,-0.21836312,-0.0067370846
ChemicalEngineering,Area9,0,0.12912616,-0.004300344,-0.25669992,-0.0055929907,-0.20971835,0.2635406,0.3484366,0.23624039,-0.12681279,-0.08701973,-0.60159045,0.18739256,0.066174,0.44167778,-0.14100856,-0.26251382,0.044847317,-0.38952833,-0.27759582,-0.037338544,0.08077623,0.26527366,0.048954554,0.31106886,0.24892475,0.051725425,-0.45595822,0.36767837,-0.2661436,-0.2313208,-0.03820052,-0.06389312,0.22782223,0.07939878,0.032212142,-0.047263373,0.21253106,-0.5976415,-0.0091570355,0.2385479,0.1320044,0.010135502,0.3779145,-0.20437095,0.19659233,0.12719613,0.19378658,0.1394917,0.43324468,-0.27933052,-0.18802214,-0.6997631,0.040385388,-0.03297679,0.15572289,0.031032342,-0.26708823,0.108649105,-0.11352897,0.43598202,-0.17557718,-0.077116296,-0.38338938,0.24365932,0.32524124,0.1942213,0.04212492,-0.21184954,-0.37364045,0.10789451,-0.15082248,-0.019830596,-0.073003694,-0.047428813,0.10019324,-0.029456781,0.038811177,-0.057175603,-0.07968917,-0.34591672,0.024358572,-0.14608105,-0.14409018,0.047398057,-0.43277356,-0.047182605,0.102801435,-0.478052,-0.24906676,0.14900073,-0.5113756,0.47964448,0.10820616,-0.44635478,0.19574146,-0.09057944,-0.11314815,0.08323736,-0.20195122,-0.010054314
ChemicalEngineering,Area9,0,0.11767874,-0.007140979,-0.24022916,-0.005283243,-0.19721721,0.2463996,0.32141218,0.22455397,-0.12075786,-0.081944436,-0.5645198,0.17542817,0.059022035,0.41521716,-0.13598323,-0.2426939,0.041826464,-0.36397603,-0.25387403,-0.038747005,0.07764381,0.24714069,0.046345044,0.29572213,0.23648427,0.050382312,-0.43092906,0.34107396,-0.24938014,-0.21619305,-0.03414227,-0.062114112,0.21270202,0.076214015,0.02860492,-0.050221886,0.19537318,-0.5566529,-0.013172448,0.22904612,0.1231671,0.015222182,0.35555673,-0.1927455,0.18318959,0.118851855,0.18482494,0.13356581,0.4113824,-0.2592309,-0.17942977,-0.65762293,0.036755025,-0.03573112,0.14658606,0.024836764,-0.24945615,0.10185355,-0.1115882,0.40907946,-0.16131034,-0.07142742,-0.35900766,0.22293042,0.31059575,0.18206279,0.039735585,-0.20226988,-0.34857285,0.10072912,-0.13853438,-0.021758603,-0.0714101,-0.04719746,0.09331249,-0.028089004,0.04272631,-0.055098575,-0.07115885,-0.32390556,0.02330528,-0.13530363,-0.13284689,0.04287725,-0.40570435,-0.048286777,0.09655337,-0.44596305,-0.23143375,0.13566987,-0.47864234,0.4483892,0.09939885,-0.42047787,0.18523584,-0.09153189,-0.10824913,0.076190025,-0.18908235,-0.0059819184
ChemicalEngineering,Area9,0,0.11858344,-0.00544814,-0.2368645,-0.0030795024,-0.1953093,0.23976673,0.31718853,0.21984093,-0.11835945,-0.07939674,-0.55321974,0.16977072,0.05997416,0.40809003,-0.13494155,-0.23806672,0.044351336,-0.3608384,-0.24948193,-0.037005402,0.076546595,0.23867002,0.042361237,0.28606546,0.22592303,0.051414456,-0.42089942,0.3335274,-0.24617298,-0.21849422,-0.03377824,-0.056622975,0.20727497,0.0766055,0.029789608,-0.045518916,0.1915595,-0.5521657,-0.012096772,0.22604428,0.12252561,0.013735678,0.346476,-0.18615277,0.17899208,0.11568211,0.18061045,0.13301292,0.40135175,-0.2522468,-0.17558992,-0.64618564,0.03403634,-0.030804815,0.14239907,0.02820335,-0.24127744,0.10289674,-0.114578605,0.40315717,-0.16113016,-0.07230032,-0.35459206,0.22061004,0.30255407,0.18382595,0.036889117,-0.19216001,-0.3379752,0.10089647,-0.13425373,-0.019754339,-0.07246862,-0.046966378,0.08961783,-0.025718857,0.035893474,-0.055761345,-0.068304844,-0.32432893,0.02420252,-0.13644095,-0.13153487,0.042362064,-0.39689606,-0.049659647,0.096650206,-0.4397949,-0.2258954,0.13485737,-0.47360784,0.43831256,0.10162555,-0.4142164,0.18034917,-0.08606637,-0.10507922,0.076361604,-0.18615009,-0.0037326813
ChemicalEngineering,Area9,0,0.13442433,-0.005456286,-0.2693662,-0.006610438,-0.21858393,0.27262303,0.36034107,0.24810304,-0.13488969,-0.09231258,-0.6296586,0.19086936,0.0673239,0.4615168,-0.15256216,-0.2727343,0.04705145,-0.40488544,-0.283821,-0.03998253,0.08316111,0.27482596,0.05020277,0.32387194,0.26134488,0.05693639,-0.47653243,0.3828559,-0.2793997,-0.24116375,-0.03985181,-0.06627876,0.23598385,0.08289308,0.03373312,-0.055855412,0.2202437,-0.6217574,-0.013692277,0.25189188,0.1412348,0.01410018,0.39457503,-0.21673366,0.20661092,0.13118984,0.20191029,0.149074,0.4591093,-0.29045254,-0.19955976,-0.7322177,0.043262277,-0.03677206,0.16133861,0.033673033,-0.2754253,0.11186236,-0.12430007,0.45544338,-0.1820856,-0.08086614,-0.39718238,0.24631707,0.3438835,0.20316948,0.04331508,-0.22072276,-0.38724095,0.112572335,-0.15607497,-0.02296162,-0.07762231,-0.052696917,0.101381734,-0.029719109,0.042822752,-0.062315974,-0.07903022,-0.36112434,0.025710974,-0.15437324,-0.1478686,0.047806382,-0.44961494,-0.051463127,0.107259445,-0.4979166,-0.2576704,0.15234633,-0.5336926,0.49712375,0.10789835,-0.46764627,0.20504941,-0.09710151,-0.118004,0.08464223,-0.2111745,-0.0033422075
ChemicalEngineering,Area9,0,0.1063441,-0.0016861954,-0.22004376,-0.0045761517,-0.18363912,0.23231508,0.30179238,0.20781527,-0.110469945,-0.07718806,-0.5184459,0.16730648,0.055921428,0.38449648,-0.12556271,-0.22495121,0.0356151,-0.33736277,-0.2361998,-0.030127972,0.07455406,0.22546886,0.041318376,0.2703692,0.2167015,0.043134622,-0.39585495,0.3156724,-0.23381464,-0.20271884,-0.030924102,-0.05801144,0.1973431,0.07275725,0.026140008,-0.045567445,0.18023404,-0.5149343,-0.010942606,0.21643914,0.117006734,0.01683191,0.32873818,-0.17792352,0.16981858,0.10922047,0.16954806,0.12550758,0.38305125,-0.23967983,-0.16391237,-0.6119002,0.03689522,-0.028735112,0.13396567,0.02599239,-0.22968283,0.09140698,-0.10415741,0.3795368,-0.15253669,-0.06678556,-0.33527055,0.2034613,0.28945228,0.16812935,0.040086627,-0.18439843,-0.3239638,0.09626995,-0.124417976,-0.018252062,-0.060784526,-0.047857925,0.08908823,-0.021306852,0.036832813,-0.054144707,-0.06075913,-0.30220148,0.026088765,-0.12717058,-0.1225543,0.039792195,-0.37337244,-0.045684244,0.08657622,-0.4085049,-0.21200666,0.12925766,-0.44607118,0.4169261,0.097037755,-0.38522416,0.1697995,-0.081609435,-0.0996706,0.06906487,-0.17840454,-0.0057315207
ComputerEngineering,Area1,1,0.13039894,-0.0033768362,-0.268376,-0.0049463427,-0.20839937,0.27471963,0.36494154,0.2439548,-0.12973972,-0.09443626,-0.6186041,0.19227652,0.06642144,0.45864698,-0.14136535,-0.27615485,0.044937458,-0.39525345,-0.28942978,-0.03196647,0.08682191,0.2763102,0.051569458,0.31974965,0.2636974,0.05223367,-0.46936345,0.3793518,-0.27936122,-0.23714301,-0.03302104,-0.064949974,0.24210781,0.08245285,0.032451905,-0.04821816,0.21795318,-0.61807114,-0.014684835,0.25622582,0.13633506,0.017688321,0.3874205,-0.20940943,0.19723801,0.12921463,0.20333266,0.14639032,0.46237954,-0.2905336,-0.20311275,-0.7189802,0.050155364,-0.03559298,0.16545896,0.036171705,-0.27893838,0.1146836,-0.12787016,0.45229304,-0.17732683,-0.08408424,-0.39328092,0.24060968,0.33451194,0.20516458,0.048490256,-0.21780574,-0.3767318,0.11555434,-0.15901087,-0.017974947,-0.08518736,-0.05085588,0.0952581,-0.031325743,0.042806424,-0.05660986,-0.07596375,-0.3648873,0.025260378,-0.14766198,-0.14205825,0.047104318,-0.44047385,-0.053881235,0.10844491,-0.48510197,-0.24868008,0.15155311,-0.53487176,0.49271205,0.11235629,-0.45682323,0.20290238,-0.102289625,-0.115002446,0.08674649,-0.19815677,-0.00722567
ComputerEngineering,Area1,1,0.106642164,0.0023764216,-0.2172012,-0.0023572394,-0.16862944,0.2208457,0.29786015,0.19793057,-0.105072014,-0.07785534,-0.5063452,0.15624435,0.051598653,0.3761067,-0.11647824,-0.22260776,0.035338394,-0.32662112,-0.236403,-0.030767646,0.071816795,0.22210042,0.042338476,0.25727472,0.21116202,0.040925007,-0.37942874,0.30699733,-0.22960606,-0.19559239,-0.031158466,-0.050223075,0.19264844,0.06573364,0.023158662,-0.04116514,0.17867094,-0.50519395,-0.014248032,0.20967673,0.115012765,0.0118464725,0.31706566,-0.17004374,0.16256431,0.10316305,0.16220553,0.11887973,0.37417608,-0.23821746,-0.16733171,-0.58355343,0.03676155,-0.032891043,0.1334553,0.032244645,-0.22819763,0.089077644,-0.10419946,0.3680234,-0.1414404,-0.067456685,-0.31919798,0.19851992,0.27532864,0.16677548,0.03837663,-0.17864329,-0.3111183,0.098913,-0.1320832,-0.015535553,-0.06759198,-0.042067606,0.07855738,-0.021703511,0.034507073,-0.0456331,-0.06440635,-0.29995647,0.019826919,-0.123881586,-0.11765393,0.037110858,-0.36188015,-0.041918926,0.08567096,-0.39746088,-0.20287839,0.12491731,-0.4307559,0.39865166,0.09574718,-0.37722927,0.16682352,-0.08159488,-0.0962271,0.066722736,-0.1663344,-0.004951109
ComputerEngineering,Area1,1,0.10298012,-0.0014873362,-0.21825361,-0.004508722,-0.17040803,0.22268787,0.2972285,0.1975955,-0.10520274,-0.07588903,-0.50534207,0.15726636,0.05264416,0.37748584,-0.11425504,-0.22259077,0.034491703,-0.3237666,-0.23593953,-0.028878378,0.07331612,0.22217415,0.03969212,0.2596399,0.21334197,0.042162016,-0.37788713,0.3038659,-0.22414133,-0.19362675,-0.027038943,-0.055356033,0.19439675,0.06684058,0.02530415,-0.03692312,0.17748237,-0.50475687,-0.01308222,0.21199256,0.1130641,0.012268856,0.31914198,-0.16833256,0.16411419,0.10351896,0.16430075,0.11806272,0.37217495,-0.2374138,-0.16721454,-0.5847571,0.040916946,-0.029671278,0.13041484,0.02969555,-0.22638506,0.09135571,-0.101304494,0.36812538,-0.13862966,-0.06720224,-0.3202933,0.19842483,0.27443424,0.16829944,0.038127072,-0.17853428,-0.30631664,0.0955518,-0.12979724,-0.017359648,-0.066688076,-0.044887904,0.07462477,-0.023686375,0.035447683,-0.04436442,-0.065113075,-0.29729444,0.021229714,-0.12363347,-0.11950462,0.037087154,-0.35650328,-0.04045248,0.08599946,-0.39540195,-0.2040562,0.12610702,-0.4339691,0.4002735,0.09255121,-0.37548912,0.16505677,-0.082441516,-0.09781604,0.069474906,-0.16405338,-0.005687399
ComputerEngineering,Area1,1,0.09168255,-0.0020650022,-0.18742558,-0.0005864191,-0.14668526,0.18782283,0.24871343,0.16823544,-0.089829944,-0.065121874,-0.42870504,0.13013986,0.045390572,0.31501213,-0.10425475,-0.19415201,0.033762947,-0.27571952,-0.19624093,-0.028889654,0.057176504,0.18741976,0.03674027,0.21933317,0.17556047,0.03668791,-0.32716337,0.25918448,-0.18896551,-0.16636635,-0.02812469,-0.043128766,0.16653568,0.05767255,0.02312437,-0.033315197,0.14854625,-0.42356437,-0.009341971,0.1733827,0.09544069,0.009257634,0.264952,-0.14654459,0.14067313,0.088311896,0.13714042,0.10080199,0.31337234,-0.19498833,-0.13312759,-0.4984132,0.031926923,-0.025778519,0.11031171,0.024836766,-0.19158116,0.07774279,-0.08435729,0.31054956,-0.12376258,-0.05633202,-0.27256477,0.1694092,0.23505743,0.14269422,0.029980307,-0.1504214,-0.26793414,0.07923517,-0.107830435,-0.017096685,-0.055494867,-0.036367975,0.06901179,-0.016937131,0.029563807,-0.041280545,-0.053316787,-0.24533068,0.021104027,-0.10411012,-0.09942888,0.034697544,-0.3104006,-0.036615312,0.07763711,-0.33943096,-0.17508674,0.10377488,-0.36594456,0.3425539,0.076518156,-0.3181831,0.13868886,-0.065869845,-0.07992624,0.057083823,-0.1419868,-0.0049831406
ComputerEngineering,Area1,1,0.0845854,0.0006559012,-0.17013039,-0.00040580606,-0.13079163,0.17288475,0.22409208,0.1539192,-0.0798277,-0.055118144,-0.38730344,0.11864332,0.0478119,0.28747967,-0.09260709,-0.16916545,0.027423551,-0.24957585,-0.17768511,-0.027672995,0.05570504,0.17395058,0.032471802,0.20080414,0.16724446,0.03569986,-0.29645714,0.23875275,-0.17526981,-0.1507245,-0.021823896,-0.039480705,0.14780733,0.056228705,0.018584706,-0.032540552,0.13281497,-0.39171112,-0.010864229,0.1584134,0.08469542,0.009006457,0.24127483,-0.13331415,0.12716857,0.08018483,0.1210271,0.08980219,0.28637722,-0.18074176,-0.12523314,-0.45345864,0.025626997,-0.024601482,0.09937416,0.027745092,-0.17302014,0.0696785,-0.076976046,0.28177372,-0.109704636,-0.048860155,-0.24836354,0.15435794,0.21199413,0.1287353,0.029352158,-0.13212733,-0.23943098,0.07581743,-0.10128031,-0.013560621,-0.05138324,-0.032188475,0.06140806,-0.017884158,0.02717537,-0.036127374,-0.04525767,-0.22869699,0.016605379,-0.098884866,-0.09047292,0.03339445,-0.2785482,-0.035883952,0.07074843,-0.31103346,-0.1560471,0.095550746,-0.33361256,0.31051454,0.07208301,-0.2891816,0.1300274,-0.062461477,-0.073128454,0.051888388,-0.12977889,-0.0027230412
ComputerEngineering,Area1,2,0.11378752,-0.0052837944,-0.22660477,-0.0019339134,-0.18378063,0.23647662,0.31187418,0.20768689,-0.11160615,-0.07898183,-0.533759,0.16265485,0.057722494,0.39538857,-0.12703861,-0.23459888,0.03976561,-0.34752396,-0.24790862,-0.03510243,0.07426694,0.23520972,0.044332713,0.27524066,0.22373319,0.047359057,-0.40681747,0.32411742,-0.24023123,-0.20794344,-0.033605244,-0.052953415,0.20252617,0.06974156,0.028687058,-0.046346568,0.19075161,-0.5315138,-0.015392908,0.21722734,0.119163215,0.011374546,0.33431906,-0.18220584,0.17620341,0.11676721,0.17041238,0.12764953,0.3939099,-0.24594319,-0.17049375,-0.62550753,0.03669347,-0.028201278,0.13728476,0.031397223,-0.24015494,0.09372294,-0.10222892,0.38990712,-0.15582545,-0.0687818,-0.33924115,0.21062301,0.29206142,0.17706253,0.037228398,-0.1871601,-0.3323735,0.100441076,-0.13660425,-0.020433363,-0.06736843,-0.04392247,0.08773204,-0.021061368,0.039768536,-0.053729665,-0.06735265,-0.31125107,0.026623094,-0.1316596,-0.12641425,0.042849205,-0.38383597,-0.04936604,0.09383291,-0.42246845,-0.2187516,0.1313144,-0.45782977,0.42477986,0.100377806,-0.39926222,0.17674816,-0.084779195,-0.101467624,0.07106928,-0.18066658,-0.0044969376
ComputerEngineering,Area1,2,0.119623095,-0.005062326,-0.24184586,-0.0013601782,-0.19542156,0.24602148,0.32688847,0.22257276,-0.118090585,-0.08261613,-0.5652294,0.17605093,0.0622274,0.4163877,-0.13533358,-0.24707992,0.042165022,-0.36619163,-0.25609204,-0.035539825,0.077856936,0.24863335,0.0476589,0.29239035,0.23643653,0.047908608,-0.42840898,0.3425405,-0.25118995,-0.21554214,-0.034654725,-0.057233173,0.21506408,0.07587786,0.028962085,-0.049503036,0.19791095,-0.5584752,-0.011411325,0.23019093,0.12426239,0.013228588,0.35169935,-0.19239551,0.18572661,0.118388325,0.17945379,0.1342826,0.4148872,-0.25874412,-0.1803959,-0.6564843,0.039134867,-0.032291587,0.14541262,0.03122515,-0.24765714,0.10288596,-0.10994016,0.4094235,-0.16191943,-0.072733164,-0.35720733,0.22294843,0.31147912,0.18451548,0.041335113,-0.1973387,-0.34889406,0.10322086,-0.14044294,-0.020145388,-0.07112669,-0.04905421,0.09024993,-0.029213168,0.04293323,-0.053607974,-0.07170023,-0.3273772,0.023001231,-0.1346183,-0.13518043,0.044838805,-0.40395847,-0.047398698,0.097271875,-0.4449304,-0.23032136,0.13579078,-0.48090485,0.44772667,0.10209857,-0.41928172,0.1846135,-0.08848253,-0.10570869,0.075872526,-0.18917039,-0.005076944
ComputerEngineering,Area1,2,0.10418066,-0.0047228355,-0.20915444,-0.0022681688,-0.16778603,0.21182069,0.2832206,0.1951273,-0.10206099,-0.07275821,-0.48575106,0.14984572,0.054740794,0.35889584,-0.11641036,-0.21641633,0.034657575,-0.31395677,-0.22369345,-0.03196942,0.0666125,0.21278007,0.038833123,0.25236177,0.20388147,0.041462753,-0.36938423,0.2983223,-0.21605189,-0.19018982,-0.028237563,-0.050391555,0.18682076,0.06527397,0.0268064,-0.04185068,0.170176,-0.48132205,-0.009222394,0.1976831,0.1068424,0.012607148,0.30450577,-0.16869019,0.16036645,0.10356836,0.15699393,0.1151515,0.35723907,-0.22685704,-0.15309368,-0.5671724,0.033964746,-0.028263355,0.1267795,0.027718067,-0.21798904,0.08790534,-0.096212044,0.35545233,-0.14184667,-0.064839736,-0.30829936,0.1922073,0.26659587,0.16181245,0.03589441,-0.17091742,-0.30296835,0.09142561,-0.12020256,-0.020304265,-0.061266284,-0.04048378,0.07868733,-0.02061985,0.035577435,-0.04907108,-0.060590453,-0.2812549,0.019626308,-0.11595795,-0.11194901,0.04087035,-0.35288543,-0.04314832,0.087052144,-0.38378042,-0.19879928,0.12032467,-0.41807455,0.38824734,0.08758021,-0.35979003,0.15788993,-0.0756894,-0.09123954,0.06595879,-0.16297737,-0.0062883818
ComputerEngineering,Area1,2,0.11640877,-0.004530949,-0.25082046,0.0021833593,-0.19916466,0.25438815,0.34043086,0.22583988,-0.12162893,-0.086149484,-0.5778585,0.18312186,0.062996835,0.43223855,-0.13745588,-0.2573108,0.043408997,-0.3782859,-0.26474163,-0.032986574,0.07677794,0.25287715,0.0464347,0.29723838,0.24292819,0.047633752,-0.43610588,0.35529226,-0.25953418,-0.22748958,-0.035400387,-0.057046868,0.21670683,0.07710672,0.030958613,-0.046077807,0.20643991,-0.58027047,-0.017300993,0.24118969,0.12468354,0.015071352,0.3642788,-0.20097934,0.18645763,0.1164761,0.18695402,0.13438845,0.43147725,-0.27034682,-0.18624748,-0.6760083,0.04073634,-0.033400763,0.15129475,0.035433255,-0.26101616,0.10680985,-0.11934907,0.425149,-0.16635396,-0.07450487,-0.37306008,0.23349418,0.32020077,0.19319956,0.043257855,-0.20249078,-0.36199823,0.110032,-0.15034114,-0.025129715,-0.074347004,-0.049899176,0.0955782,-0.026785117,0.036457114,-0.053221267,-0.07079405,-0.3395763,0.021913975,-0.14359102,-0.13671863,0.047617212,-0.42094436,-0.04670858,0.09832447,-0.4545346,-0.23567918,0.14336833,-0.49652535,0.45937094,0.11202275,-0.4315877,0.19410555,-0.08780642,-0.109054014,0.07399796,-0.1951796,-0.007381485
ComputerEngineering,Area1,2,0.106738746,-0.0065030525,-0.21283829,-0.001971749,-0.1725553,0.2212644,0.2930385,0.19597581,-0.100687094,-0.072120935,-0.5016504,0.1540564,0.05720239,0.36893928,-0.122003436,-0.22150303,0.037050456,-0.3303074,-0.23192635,-0.026786514,0.07109731,0.21767049,0.037864886,0.26152295,0.21086144,0.042734075,-0.3751973,0.30243874,-0.22358331,-0.19675556,-0.031179711,-0.051392082,0.19091386,0.06980304,0.024357263,-0.044071317,0.17390361,-0.49669445,-0.007996127,0.204215,0.10908793,0.011115861,0.30755138,-0.17435582,0.16568226,0.10291076,0.16119882,0.12200667,0.36776972,-0.23149297,-0.15884438,-0.58191824,0.035495978,-0.024317805,0.132855,0.029576475,-0.22859783,0.09103225,-0.099672854,0.36579108,-0.14451793,-0.06348704,-0.32337484,0.19679567,0.271612,0.16632086,0.038978543,-0.17515795,-0.31478262,0.09631446,-0.121865325,-0.020888485,-0.06426497,-0.042647086,0.08347233,-0.020307576,0.03925457,-0.048284583,-0.055974025,-0.2866135,0.021454863,-0.12199507,-0.115444586,0.042257294,-0.3643883,-0.04085195,0.08610703,-0.39288932,-0.20463292,0.12283925,-0.42810526,0.3978491,0.09665117,-0.36947808,0.16445205,-0.07840234,-0.09510818,0.06897955,-0.16879953,-0.0033484632
ComputerEngineering,Area1,3,0.11533846,-0.0047388636,-0.23900925,-0.004435427,-0.19248125,0.24462722,0.32371098,0.21672213,-0.11557718,-0.08204216,-0.553569,0.17258705,0.062248036,0.41059566,-0.1295265,-0.24434479,0.041000813,-0.3574548,-0.25542563,-0.03286754,0.07601486,0.24492604,0.04741127,0.28678435,0.23192203,0.046302658,-0.41915235,0.33873418,-0.24833877,-0.21556044,-0.031855058,-0.056426316,0.21227682,0.07433145,0.028648226,-0.044529505,0.1956419,-0.55327135,-0.013246691,0.22568163,0.120420925,0.016099336,0.34443414,-0.1907662,0.18180417,0.11482746,0.17941684,0.12971817,0.40905505,-0.25953475,-0.1784928,-0.64717734,0.041361574,-0.032531124,0.14439581,0.031077761,-0.2496761,0.10146668,-0.11430439,0.40484256,-0.16091746,-0.0727506,-0.35301206,0.21523543,0.30451322,0.18227766,0.04074049,-0.19779482,-0.34170818,0.1053645,-0.13872004,-0.019685354,-0.07142274,-0.046719257,0.088813975,-0.023694675,0.039898276,-0.05464528,-0.06831146,-0.32192212,0.024637006,-0.13634077,-0.12612747,0.043388713,-0.39786178,-0.04761633,0.09668697,-0.4353775,-0.22549465,0.13860483,-0.47742352,0.4421481,0.103257,-0.41359624,0.18406188,-0.0885001,-0.10528597,0.0742448,-0.18524887,-0.005682175
ComputerEngineering,Area1,3,0.084105074,-0.0071688257,-0.1721558,-0.00023720835,-0.14275932,0.17897098,0.23636411,0.16064973,-0.080661334,-0.061966676,-0.40464732,0.12371744,0.043296635,0.30076376,-0.09834834,-0.18152219,0.032438442,-0.26397264,-0.18423498,-0.02537435,0.057094544,0.1805934,0.03140878,0.20960149,0.16848265,0.032116126,-0.30775067,0.2485714,-0.17911665,-0.15989152,-0.025006095,-0.039578103,0.15678301,0.05499676,0.019900342,-0.036898624,0.14218587,-0.39974523,-0.010180609,0.16317408,0.08901793,0.012297563,0.25144944,-0.13611586,0.132832,0.087448746,0.12971947,0.09728759,0.29556155,-0.1871037,-0.12993124,-0.47418895,0.029409247,-0.021863824,0.10553436,0.022002475,-0.18327181,0.07376808,-0.08184713,0.29310375,-0.120004065,-0.051050946,-0.25897938,0.15840627,0.22261815,0.13611142,0.030851802,-0.14296816,-0.2514767,0.07687039,-0.10143372,-0.014488818,-0.051471584,-0.032097705,0.06567192,-0.016989693,0.0295339,-0.041264035,-0.047170985,-0.23353489,0.016639123,-0.098985866,-0.09415199,0.029438838,-0.29450756,-0.038056217,0.06946344,-0.31941327,-0.1658399,0.09982359,-0.34609258,0.3250017,0.07176406,-0.3024257,0.13174236,-0.062225875,-0.07851448,0.052907955,-0.13791865,-0.004005381
ComputerEngineering,Area1,3,0.06606665,-0.0016543075,-0.13904677,0.002569808,-0.11043898,0.14103216,0.18253236,0.12831017,-0.06825293,-0.049923718,-0.31925568,0.09617385,0.03510111,0.23840684,-0.07814605,-0.14259009,0.025880406,-0.20892681,-0.14821504,-0.023185335,0.043360155,0.1433653,0.025644755,0.16896357,0.13052368,0.028661035,-0.24697532,0.19965386,-0.14112562,-0.1245998,-0.019121263,-0.0314876,0.123835474,0.04431983,0.0173454,-0.026999213,0.114166416,-0.31947663,-0.008650807,0.12802757,0.07315577,0.009245742,0.19999893,-0.11155372,0.105907954,0.0656149,0.10508117,0.07726006,0.24024399,-0.15109804,-0.10238705,-0.37621313,0.02038647,-0.018684188,0.082510345,0.016884536,-0.14376909,0.05719173,-0.07062064,0.23059835,-0.092423506,-0.04495751,-0.20487387,0.12657295,0.17671853,0.10836403,0.02422779,-0.11144344,-0.20144291,0.061192863,-0.079076245,-0.011250592,-0.039843015,-0.024885682,0.05548958,-0.015476291,0.019680904,-0.032178577,-0.04200887,-0.18636113,0.014430248,-0.079335056,-0.07255207,0.027463257,-0.23689291,-0.03009118,0.05677753,-0.25357792,-0.1347759,0.07848501,-0.2808839,0.25550103,0.056784675,-0.23835418,0.10221723,-0.049313765,-0.05995695,0.043619785,-0.10623288,-0.0033053383
ComputerEngineering,Area1,3,0.11228184,-0.010259304,-0.22095071,0.0012445651,-0.1794505,0.22634207,0.29983747,0.2078511,-0.106303334,-0.08132574,-0.5174883,0.15744765,0.059640314,0.39225483,-0.12341737,-0.2345768,0.040149774,-0.32995462,-0.23639818,-0.028971812,0.07210493,0.23136215,0.046136815,0.27030727,0.21634358,0.048086543,-0.39855912,0.32134262,-0.23255014,-0.20354192,-0.034571562,-0.051737297,0.20555878,0.06878319,0.025048202,-0.041946024,0.18583709,-0.5174182,-0.013679451,0.20918739,0.116386056,0.015744938,0.33003268,-0.17712516,0.17231171,0.10906305,0.16228108,0.12161105,0.3810024,-0.24460526,-0.16477539,-0.60787076,0.032209817,-0.030958125,0.13196152,0.034126945,-0.23212372,0.09353443,-0.10648095,0.38027427,-0.15322812,-0.06858854,-0.32836798,0.20622213,0.2890993,0.17361492,0.04215016,-0.17806911,-0.32261422,0.09977049,-0.12703425,-0.024555469,-0.06344437,-0.04445763,0.08525229,-0.023527585,0.039900526,-0.05054913,-0.06641671,-0.30310908,0.020501139,-0.12705465,-0.122680224,0.04269601,-0.3747716,-0.046690512,0.094354294,-0.4142735,-0.21380188,0.12698682,-0.44496703,0.4177753,0.09061459,-0.389647,0.16830657,-0.07688611,-0.09881616,0.07191143,-0.17086302,-0.00632634
