Course,Area,Topic,In_Level_1,In_Level_2,In_Level_3,In_Level_4,Reoccurs,Topic_Length,Topic_Frequency,Appears_Multiple_Levels,Cosine_Score
CeramicEngineering,Area8,"new, improve, food, accomodate, faculty",0,1,0,0,0,5,1,0,0.013107211171497
CeramicEngineering,Area8,"painting, outside, old, way, exist",0,0,0,0,0,5,1,0,0.0023958761696983
CeramicEngineering,Area8,"service, campus, powerhouse, completion, electrical",0,0,0,0,0,5,2,0,0.0060484019316047
CeramicEngineering,Area8,"disability, appropriate, person, college, facility",0,0,0,0,0,5,1,0,0.0105937732242104
CeramicEngineering,Area8,"recommend, place, emergency, bed, accessible",0,0,0,0,0,5,1,0,0.0043789724419232
CeramicEngineering,Area8,"locker, proper, concern, everybodys, cleanliness",0,0,0,0,0,5,1,0,0.0036705521378049
CeramicEngineering,Area8,"comfort, consideration, different, office, water",0,0,0,0,0,5,1,0,0.0074593608570214
CeramicEngineering,Area8,"accommodation, provide, proper, facility, student",0,0,0,0,0,5,1,0,0.0187209415796276
CeramicEngineering,Area8,"special, need, fixture, provide, equipment",0,0,1,0,0,5,1,0,0.0119389223404126
CeramicEngineering,Area9,"room, safety, avoid, accident, laboratory",0,1,0,0,0,5,2,0,0.010592979708289
CeramicEngineering,Area9,"status, allow, achieve, need, long",0,1,0,0,0,5,1,0,0.0053759404302416
CeramicEngineering,Area9,"conduct, say, suggesied, training, worth",0,0,0,0,0,5,1,0,0.0072676241180007
