Course,Area,Level,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,embedding_32,embedding_33,embedding_34,embedding_35,embedding_36,embedding_37,embedding_38,embedding_39,embedding_40,embedding_41,embedding_42,embedding_43,embedding_44,embedding_45,embedding_46,embedding_47,embedding_48,embedding_49,embedding_50,embedding_51,embedding_52,embedding_53,embedding_54,embedding_55,embedding_56,embedding_57,embedding_58,embedding_59,embedding_60,embedding_61,embedding_62,embedding_63,embedding_64,embedding_65,embedding_66,embedding_67,embedding_68,embedding_69,embedding_70,embedding_71,embedding_72,embedding_73,embedding_74,embedding_75,embedding_76,embedding_77,embedding_78,embedding_79,embedding_80,embedding_81,embedding_82,embedding_83,embedding_84,embedding_85,embedding_86,embedding_87,embedding_88,embedding_89,embedding_90,embedding_91,embedding_92,embedding_93,embedding_94,embedding_95,embedding_96,embedding_97,embedding_98,embedding_99,Reoccurs
ChemicalEngineering,Area3,2,0.06951693,-0.00068302796,-0.08746965,0.020070715,-0.08862313,0.10742699,0.09920685,0.07583093,-0.054334864,-0.041550465,-0.22099365,0.0891535,0.03460922,0.15143037,-0.03429331,-0.119512156,0.07508499,-0.16870525,-0.10773436,0.008926908,-0.0071152947,0.06036033,0.018036667,0.1705877,0.058495205,-0.018934354,-0.14774308,0.06931661,-0.06108978,-0.07607952,0.008000954,-0.10991767,0.08934833,-0.021336596,0.06694606,0.032643832,0.06019818,-0.19530863,0.04030401,0.07873298,0.073294036,-0.023110094,0.19123937,-0.09761492,0.06400876,0.048266597,0.043606825,0.077100195,0.17417462,-0.13361181,-0.024037201,-0.31003493,0.014329336,0.040437758,0.0588281,-0.017847907,-0.08898279,0.045894004,-0.017189762,0.175251,-0.04531252,-0.069666475,-0.12021927,0.052604858,0.105501875,0.03343405,0.09729864,-0.10384521,-0.12563743,0.012574825,-0.084838234,-0.003965025,-0.06205231,-0.03735005,0.07955245,-0.025955707,0.013201546,-0.074021555,-0.083195694,-0.05083798,0.038763486,-0.10745667,-0.040120896,0.025750397,-0.14885356,0.0380826,-0.009185091,-0.18875392,-0.09267911,0.043362442,-0.21499507,0.2006285,0.0024557246,-0.0893065,0.13386793,-0.047669295,-0.0027694,0.106089726,-0.101120785,-0.03414196,1
ChemicalEngineering,Area3,3,0.08548241,-0.005274973,-0.10130967,0.017479388,-0.101243496,0.12599471,0.11599888,0.08388624,-0.06450142,-0.046833776,-0.2585278,0.09938868,0.03908264,0.17837963,-0.042756636,-0.13648792,0.08140497,-0.19496484,-0.13004926,0.012011757,-0.0054039257,0.071663916,0.018571813,0.1946538,0.068258286,-0.017658848,-0.17405826,0.08118561,-0.06901528,-0.09160197,0.015679326,-0.12898934,0.09907459,-0.023887746,0.07651868,0.03993189,0.06905451,-0.22464442,0.045118563,0.089982286,0.08579543,-0.023877474,0.22219732,-0.112666324,0.07224916,0.05987844,0.049459584,0.08593328,0.2013299,-0.15485781,-0.030370945,-0.35977435,0.016490217,0.043762464,0.07013591,-0.023603963,-0.09944235,0.051084436,-0.023531642,0.2048086,-0.0551422,-0.078574926,-0.1408,0.059440464,0.11862238,0.03668538,0.11202437,-0.12282701,-0.15177628,0.013841557,-0.100362636,-0.006038714,-0.066855796,-0.042165276,0.09434144,-0.029309591,0.015601453,-0.08975797,-0.09769345,-0.056205522,0.043527115,-0.12776038,-0.04803387,0.03024217,-0.17449406,0.045587502,-0.012881929,-0.22019584,-0.11163719,0.04923892,-0.24777691,0.22793007,0.00611974,-0.10681452,0.15409224,-0.053803623,-0.0040429146,0.12285457,-0.11505417,-0.041108362,1
ChemicalEngineering,Area3,3,0.054137234,-0.002258155,-0.069445595,0.015068695,-0.06918402,0.08550119,0.078996845,0.059528485,-0.040338784,-0.031926658,-0.17283788,0.07122429,0.026538875,0.1173611,-0.027797572,-0.09385318,0.05893664,-0.13304844,-0.084121615,0.00619321,-0.0062548574,0.04868038,0.014403707,0.13333055,0.045132183,-0.015188782,-0.11399934,0.05455487,-0.048096564,-0.059332576,0.004922763,-0.085823335,0.07089591,-0.017232146,0.05472498,0.023504563,0.046662062,-0.15338343,0.033520557,0.061946392,0.055518154,-0.018435752,0.14833523,-0.07673219,0.04876397,0.03709668,0.033696897,0.059522018,0.13668866,-0.1048204,-0.017316401,-0.24061377,0.011534016,0.032118943,0.04331942,-0.0139476145,-0.068757325,0.035968237,-0.012272979,0.13845998,-0.037327632,-0.053761154,-0.09447486,0.041910216,0.08373961,0.02615205,0.07899087,-0.080627725,-0.09627381,0.0102824075,-0.06759339,-0.00307531,-0.048080575,-0.027413724,0.062029116,-0.020368285,0.009553286,-0.057331998,-0.06558909,-0.03919603,0.0323434,-0.08615929,-0.030598653,0.019908827,-0.11553567,0.030360116,-0.006072819,-0.14897496,-0.073164605,0.035134982,-0.16904387,0.1571631,0.000437079,-0.071662515,0.10433483,-0.038998023,-0.00024073118,0.08372292,-0.07994142,-0.026829962,1
ChemicalEngineering,Area3,3,0.08709373,0.0031566657,-0.11128945,0.022758236,-0.1079583,0.13107659,0.120847926,0.09511485,-0.0724419,-0.045768175,-0.27529436,0.10869875,0.043312483,0.18690968,-0.04367352,-0.1440982,0.0884741,-0.21003306,-0.13179317,0.011533596,-0.011171127,0.07239384,0.016552925,0.20477374,0.07044535,-0.018994913,-0.18379568,0.086481616,-0.07512243,-0.10048944,0.012288877,-0.13003582,0.10769967,-0.02360584,0.081912376,0.042166356,0.076099895,-0.23555282,0.044927347,0.094974674,0.09100461,-0.028750658,0.23827471,-0.12343084,0.08044586,0.06129523,0.05582645,0.09182908,0.21711211,-0.16826797,-0.029084597,-0.38045853,0.016818902,0.046769165,0.0759234,-0.025148246,-0.106012404,0.052636344,-0.02429369,0.21339032,-0.058833446,-0.08469764,-0.14920245,0.06540046,0.1297255,0.04085077,0.11511343,-0.12716293,-0.15965474,0.012241015,-0.10176393,-0.010069134,-0.07249527,-0.044088993,0.10104027,-0.027971504,0.011831264,-0.09499536,-0.1012413,-0.06403888,0.045140594,-0.1274923,-0.04841434,0.033022754,-0.18675794,0.04978156,-0.0123005,-0.23374152,-0.11261959,0.051687274,-0.26742476,0.24461092,0.01116901,-0.113503374,0.16274144,-0.05885165,-0.00038028747,0.13086174,-0.12544794,-0.04536457,1
ChemicalEngineering,Area3,3,0.051055763,0.00019011638,-0.06537597,0.012671293,-0.07017546,0.086000584,0.075065926,0.055281423,-0.044170536,-0.026713789,-0.1671956,0.0685674,0.028058266,0.11358886,-0.028978242,-0.089358605,0.05232854,-0.12941772,-0.08148203,0.010315727,-0.0045824233,0.04891758,0.01083621,0.12668794,0.04822361,-0.008396828,-0.111352056,0.053160705,-0.04935666,-0.060358033,0.009041332,-0.0852604,0.06469949,-0.014064283,0.046998713,0.025449168,0.04666729,-0.14371383,0.026693666,0.058871556,0.055818226,-0.015230292,0.14865199,-0.076312274,0.049444344,0.03897423,0.032617882,0.05735006,0.12759829,-0.10156889,-0.017625345,-0.23635869,0.010208983,0.030055271,0.046890542,-0.016586708,-0.066808045,0.032465506,-0.01640497,0.1333307,-0.03417966,-0.051318657,-0.0906075,0.039619666,0.07797485,0.023717308,0.07317806,-0.07738678,-0.10083618,0.01130308,-0.06242293,-0.004298106,-0.04554664,-0.030838354,0.06432656,-0.018268494,0.008120239,-0.061191704,-0.06392164,-0.036465872,0.02672652,-0.08009954,-0.030268718,0.019581692,-0.11363895,0.030158846,-0.0077618123,-0.14064986,-0.0698349,0.033354893,-0.16619645,0.15157388,0.0075645642,-0.06915889,0.10339181,-0.035668664,-0.0023644408,0.081278056,-0.07414357,-0.029994916,1
ChemicalEngineering,Area3,3,0.052816793,-0.001119439,-0.06214836,0.015972681,-0.066893704,0.08085856,0.07370223,0.05903221,-0.04328504,-0.02867794,-0.16363,0.06521996,0.026594605,0.11368755,-0.029340334,-0.09066837,0.05281141,-0.12552679,-0.078068376,0.0045716986,-0.000848139,0.047655094,0.010329084,0.12672392,0.04408063,-0.014782003,-0.10978053,0.050497554,-0.045124903,-0.058782995,0.006440604,-0.08166894,0.069560915,-0.017609263,0.05000105,0.02377949,0.04786293,-0.14314558,0.029115915,0.05808001,0.05804056,-0.0163568,0.14650095,-0.07322653,0.049916286,0.03685442,0.03423104,0.058809955,0.13132867,-0.10045396,-0.017980237,-0.2382253,0.016114784,0.029554436,0.045719534,-0.008953036,-0.07007174,0.031569365,-0.014486347,0.13548715,-0.036221568,-0.049306072,-0.0917431,0.03689349,0.078479506,0.02497638,0.072652906,-0.08092299,-0.09970407,0.005609328,-0.06127976,-0.007715269,-0.044473697,-0.02643197,0.06102636,-0.020439215,0.008970765,-0.06046541,-0.061811037,-0.036201403,0.031062163,-0.079646975,-0.033341452,0.021962134,-0.113841094,0.02661958,-0.0045746244,-0.14163756,-0.067878805,0.033329494,-0.15960021,0.14705265,0.0049690306,-0.06589382,0.099925905,-0.039085932,-0.0019638904,0.08049,-0.07484292,-0.02901418,1
ChemicalEngineering,Area3,3,0.08065757,0.00045464162,-0.09826813,0.020362746,-0.09778369,0.12743385,0.108478546,0.08347701,-0.063472696,-0.042234275,-0.2524366,0.10303494,0.043381516,0.17400612,-0.04193777,-0.1334087,0.081274115,-0.19246148,-0.12167484,0.009863428,-0.0069176583,0.06796316,0.014256298,0.19279546,0.06926832,-0.016269619,-0.16963865,0.08194912,-0.06736499,-0.0886761,0.01537495,-0.1254005,0.096592024,-0.022443706,0.07636035,0.036336403,0.071370706,-0.21825624,0.04078944,0.0891304,0.08489609,-0.020568443,0.21826863,-0.10931588,0.072933555,0.061779343,0.047313944,0.08566387,0.19936343,-0.15070115,-0.026508499,-0.35345194,0.017508326,0.046017036,0.06786856,-0.02097896,-0.10142855,0.04750755,-0.024062969,0.19726683,-0.052507356,-0.07610979,-0.13739988,0.060474858,0.115050465,0.038547065,0.11160806,-0.11455719,-0.146344,0.012658689,-0.09437942,-0.007375036,-0.06808093,-0.044952143,0.0925906,-0.026879324,0.01699809,-0.09118294,-0.09100426,-0.053111736,0.049171627,-0.12246119,-0.046106577,0.03192309,-0.16951181,0.043446243,-0.011538204,-0.21156241,-0.10483291,0.046639457,-0.24495281,0.22658016,0.011262805,-0.10267964,0.15136251,-0.05861831,-0.004533296,0.11890095,-0.113384,-0.04195398,1
ChemicalEngineering,Area3,3,0.048683427,-0.0017981111,-0.058152482,0.013924313,-0.060008246,0.07453367,0.067101814,0.050697777,-0.036758684,-0.026153423,-0.15466079,0.06151492,0.024659837,0.103300124,-0.025658116,-0.07938002,0.050501224,-0.11586073,-0.074928634,0.008145413,-0.005152886,0.04271588,0.010730832,0.11457832,0.040190633,-0.01000395,-0.104251534,0.04844503,-0.03959136,-0.05177415,0.0065135937,-0.07488545,0.062163886,-0.013912597,0.04558516,0.025897633,0.03909966,-0.13136719,0.022095058,0.053567212,0.0521663,-0.012965265,0.13171934,-0.067045934,0.042526323,0.032809306,0.028868454,0.053162094,0.12234593,-0.09454359,-0.016396709,-0.21329132,0.00952751,0.027635388,0.04124767,-0.010324448,-0.058656916,0.031177638,-0.012312648,0.119528525,-0.03333336,-0.0471336,-0.08357984,0.035307433,0.07092102,0.023911443,0.06587549,-0.072116844,-0.0878985,0.0066691088,-0.05705512,-0.0066674906,-0.042095605,-0.026102526,0.05658453,-0.01540028,0.009888052,-0.05487757,-0.05771715,-0.03053658,0.025628744,-0.07434701,-0.028534705,0.020263134,-0.1017107,0.026742397,-0.00582442,-0.12968533,-0.06335886,0.030186499,-0.14913101,0.13709745,0.006150684,-0.0628054,0.09303234,-0.033797987,-0.0001624459,0.077078134,-0.06934338,-0.025704915,1
ChemicalEngineering,Area3,3,0.07864804,-0.0005222207,-0.09573553,0.020289801,-0.09508402,0.12042029,0.105518006,0.083383076,-0.059686534,-0.0428512,-0.24327675,0.09644305,0.038413405,0.16580538,-0.040450707,-0.12653498,0.080001205,-0.18473049,-0.11639617,0.008759983,-0.0068652197,0.06666497,0.018139837,0.18456034,0.06678255,-0.017875819,-0.16482253,0.076910965,-0.06607678,-0.08474914,0.012194805,-0.120185316,0.09448862,-0.023912573,0.07069795,0.03854643,0.064106084,-0.21069351,0.039889075,0.08755643,0.08027851,-0.02369236,0.2102302,-0.10610113,0.06845443,0.058060307,0.042240895,0.08285695,0.19385237,-0.14801094,-0.027880415,-0.33761668,0.017363003,0.04271044,0.06582487,-0.018115176,-0.09787478,0.04693392,-0.020303464,0.18938085,-0.052055486,-0.07575571,-0.13169108,0.056515574,0.11431251,0.038886953,0.10448723,-0.113907725,-0.14235307,0.0097396,-0.09272064,-0.0065791975,-0.064066395,-0.04012688,0.08706079,-0.027319606,0.013806718,-0.08598958,-0.09032533,-0.05258408,0.042286325,-0.11858425,-0.04494465,0.031537287,-0.16323237,0.04211465,-0.012210551,-0.20462467,-0.100330465,0.048980623,-0.23885481,0.21631776,0.008091507,-0.09948313,0.14885914,-0.052621733,-0.0030813129,0.1158324,-0.10711072,-0.038671307,1
ChemicalEngineering,Area3,0,0.05131926,-0.0013768198,-0.056558605,0.014646627,-0.060512375,0.0723171,0.06459449,0.050092068,-0.03693301,-0.026308646,-0.15146457,0.059646275,0.023247795,0.10009226,-0.0239423,-0.07726691,0.046946708,-0.116111286,-0.07318031,0.004225093,-0.003924647,0.04256763,0.01273549,0.11039373,0.038083315,-0.010723616,-0.101700276,0.04218842,-0.038873088,-0.050781026,0.007912581,-0.07374779,0.062048253,-0.012977779,0.044069964,0.023810575,0.03602231,-0.12875505,0.026626347,0.05196719,0.051614437,-0.013535249,0.12830134,-0.06586086,0.04290312,0.03280854,0.026545035,0.05453443,0.11734796,-0.09214649,-0.016263235,-0.20958638,0.00917912,0.02876875,0.03997314,-0.012139036,-0.05676526,0.031270687,-0.01227215,0.11625145,-0.028185619,-0.047589883,-0.08116611,0.03606043,0.069309324,0.024392366,0.06534527,-0.06802914,-0.08526302,0.004620664,-0.053197563,-0.005393623,-0.04343212,-0.022231942,0.05365139,-0.014631105,0.006703004,-0.05399858,-0.056818064,-0.03052838,0.02449771,-0.07195568,-0.026616886,0.020376481,-0.10170875,0.023864426,-0.0044903546,-0.12729256,-0.059753433,0.026237197,-0.14525704,0.13002184,0.005576927,-0.06186081,0.09174558,-0.03259786,0.0005581261,0.07400184,-0.066794515,-0.023119338,1
ChemicalEngineering,Area3,0,0.06292132,0.0017298058,-0.07269324,0.015092437,-0.075408466,0.0905049,0.08553584,0.06324919,-0.04797206,-0.03508361,-0.18984444,0.076120704,0.031680405,0.12941512,-0.031100303,-0.09967132,0.061447795,-0.14441408,-0.08731829,0.0093929265,-0.0036759297,0.05125165,0.013411328,0.14819072,0.049797952,-0.010183375,-0.1250917,0.06027305,-0.050009128,-0.07071063,0.0102519775,-0.09526742,0.07925047,-0.01708942,0.057265326,0.030458303,0.05195705,-0.16267356,0.031242643,0.069849834,0.05970609,-0.019474622,0.16218938,-0.08354387,0.05730723,0.04184305,0.03506672,0.0664822,0.15195912,-0.11269689,-0.022051252,-0.2664374,0.007271578,0.031314366,0.052819803,-0.0150450375,-0.07777032,0.034159355,-0.015255893,0.149204,-0.041247625,-0.06087866,-0.101820424,0.043657776,0.08873275,0.027752263,0.080908895,-0.08814876,-0.11324436,0.012871232,-0.075538725,-0.0050359126,-0.05119453,-0.03125036,0.073915415,-0.021774305,0.011084766,-0.070428565,-0.06838615,-0.042137377,0.031899765,-0.094375364,-0.036343668,0.019235687,-0.12963887,0.03361935,-0.0061926716,-0.16046494,-0.08031404,0.03784733,-0.18832938,0.17225401,0.006148622,-0.07907332,0.11567651,-0.041463964,-0.0022640964,0.09514578,-0.08637071,-0.0289236,1
ChemicalEngineering,Area3,0,0.06799167,-0.00054133375,-0.079564504,0.020294366,-0.078350194,0.10518279,0.09822938,0.067992665,-0.04879569,-0.038306985,-0.20928131,0.08253068,0.033375382,0.14362995,-0.034121603,-0.11167572,0.07327133,-0.15784839,-0.10117495,0.009462558,-0.010158596,0.058814038,0.012999855,0.15577324,0.0475283,-0.0155557385,-0.13683416,0.0726273,-0.055494893,-0.07198285,0.0039899168,-0.10887543,0.086738795,-0.022557786,0.062203694,0.03369837,0.0552303,-0.18327677,0.035067562,0.07421108,0.0661715,-0.017294927,0.17592682,-0.08964113,0.0653666,0.047528565,0.041501906,0.07232202,0.16762142,-0.12551276,-0.025728589,-0.2934598,0.017680138,0.035664503,0.05772869,-0.02152954,-0.08461227,0.044843465,-0.016562514,0.16331838,-0.048727985,-0.07141612,-0.10959176,0.054564383,0.09081138,0.024267256,0.09494415,-0.09798666,-0.11896202,0.012040783,-0.08103079,-0.0031821032,-0.053548336,-0.027996799,0.075294785,-0.02965496,0.013036822,-0.07400182,-0.07793079,-0.046254665,0.031721678,-0.1069011,-0.04296038,0.018713718,-0.14593314,0.035291985,-0.006567687,-0.17656004,-0.08847717,0.032884266,-0.21268529,0.18970798,0.0077630654,-0.0912518,0.13133292,-0.04178833,-0.00025037336,0.10049352,-0.09131057,-0.028941603,1
ChemicalEngineering,Area3,0,0.060766146,-0.00030348747,-0.076085985,0.017950827,-0.07492322,0.09280255,0.083272785,0.06312912,-0.049804863,-0.033177536,-0.19443953,0.07868452,0.032460976,0.13147987,-0.03228916,-0.102185994,0.062209077,-0.14582895,-0.09476249,0.008349253,-0.0051286756,0.052775048,0.011450409,0.14720836,0.050733153,-0.012319023,-0.12968287,0.06053673,-0.053793736,-0.06726937,0.011207358,-0.09494482,0.07675224,-0.015722148,0.05642174,0.03014039,0.054462966,-0.16708441,0.030955054,0.0679055,0.06426325,-0.01919147,0.16552871,-0.085325316,0.05395717,0.045577426,0.034582857,0.067296416,0.150466,-0.11785951,-0.020144787,-0.26917544,0.011977753,0.032556377,0.052022714,-0.013169998,-0.079738125,0.040192146,-0.01600272,0.15093294,-0.040237542,-0.059015643,-0.10388691,0.04405963,0.08631135,0.028941669,0.08407276,-0.08985568,-0.11624836,0.009753479,-0.07174854,-0.004735521,-0.050749287,-0.033233568,0.07104963,-0.020593556,0.013220268,-0.06983587,-0.06993854,-0.041520342,0.035161175,-0.093340196,-0.038581453,0.025639439,-0.12761414,0.03177761,-0.0064491457,-0.16276304,-0.08183567,0.038608663,-0.18678333,0.17417236,0.008052537,-0.07789013,0.11724301,-0.038061503,-0.002796237,0.094941944,-0.086899795,-0.029623142,1
ChemicalEngineering,Area3,0,0.04046923,-0.001907929,-0.04922857,0.013166144,-0.048749126,0.06267712,0.05501371,0.042565446,-0.031874973,-0.022446107,-0.12788172,0.04769472,0.021176055,0.085142635,-0.021570722,-0.06471891,0.04017078,-0.09354273,-0.061319295,0.0045656,-0.005936115,0.033296414,0.008176553,0.09282352,0.031404786,-0.008745763,-0.08593833,0.038433164,-0.032806657,-0.041740175,0.0060980013,-0.06251459,0.052966528,-0.011345988,0.035033662,0.017823022,0.031909406,-0.1055484,0.021048218,0.044369627,0.0416007,-0.010861049,0.107157536,-0.056980576,0.035347156,0.02832679,0.025136534,0.04300243,0.09905263,-0.07555918,-0.016136339,-0.17398785,0.010349593,0.02422236,0.03521103,-0.010525135,-0.04891744,0.021141503,-0.009826744,0.099741,-0.02378363,-0.040502068,-0.067822814,0.027027743,0.059757482,0.018852876,0.050409406,-0.057727583,-0.07326609,0.0038121731,-0.046907783,-0.003069867,-0.03328595,-0.01990759,0.045878958,-0.014037291,0.008289362,-0.042737108,-0.04956039,-0.030186916,0.021136375,-0.06126533,-0.022990767,0.017694479,-0.08377627,0.021166192,-0.0042017675,-0.105429165,-0.052187625,0.022184385,-0.12496709,0.11131606,0.0051049325,-0.05153567,0.07625134,-0.027119502,-0.0008368968,0.059005793,-0.054702528,-0.020067373,1
ChemicalEngineering,Area3,0,0.08993497,-0.0026427915,-0.1078294,0.021454414,-0.10953719,0.13791133,0.11875112,0.09070063,-0.07117405,-0.04451967,-0.27694938,0.112756826,0.044202514,0.19294728,-0.043761227,-0.150057,0.08960277,-0.21167508,-0.13523893,0.01202532,-0.0072096325,0.07501227,0.019138768,0.21341072,0.07584954,-0.016422126,-0.18965366,0.09119395,-0.07133091,-0.098234884,0.016882198,-0.13461392,0.10966575,-0.02627899,0.08085984,0.042883646,0.076879814,-0.24142794,0.044683516,0.1017338,0.09219665,-0.02586859,0.24281831,-0.11976409,0.083229855,0.06838868,0.053382568,0.09586822,0.22015326,-0.16956727,-0.031934313,-0.39070606,0.01723223,0.04852664,0.076479994,-0.022883618,-0.110784225,0.054366767,-0.021785844,0.21937457,-0.055478934,-0.08465855,-0.14951575,0.06437156,0.1273596,0.0408729,0.11725881,-0.1287104,-0.16428033,0.01547092,-0.10551536,-0.0076149604,-0.075115524,-0.048498157,0.10288261,-0.031486284,0.01677811,-0.09647854,-0.101696305,-0.063513525,0.04881408,-0.13664378,-0.05436844,0.035478074,-0.1869644,0.045261722,-0.01173001,-0.23878852,-0.11993617,0.054180626,-0.27145073,0.2495018,0.011774389,-0.115193315,0.16774154,-0.060070314,-0.0040923567,0.13375743,-0.123877406,-0.04424861,1
ChemicalEngineering,Area3,0,0.04304327,-0.0012561135,-0.051031847,0.010558658,-0.05427404,0.06718913,0.0598842,0.04493469,-0.03508072,-0.024450855,-0.13789913,0.054911554,0.02282816,0.09358276,-0.022033283,-0.07198367,0.045427267,-0.10612313,-0.06557568,0.005101833,-0.0031015587,0.040656056,0.011338081,0.10296699,0.0364664,-0.009495019,-0.09181405,0.04457624,-0.037211444,-0.04617788,0.009518521,-0.06629882,0.054048568,-0.012935069,0.042741854,0.0201988,0.038394097,-0.119232625,0.02449356,0.047138605,0.047298525,-0.014173229,0.11833807,-0.059739918,0.039545257,0.034825716,0.026048785,0.046180993,0.10838611,-0.08490724,-0.014386125,-0.19355859,0.009848513,0.025530217,0.037204947,-0.010333189,-0.054079026,0.0287244,-0.010491572,0.10749804,-0.029238379,-0.043122236,-0.072602086,0.029669771,0.06541026,0.020403234,0.057385027,-0.067226954,-0.079582535,0.0044329013,-0.05142932,-0.0045180996,-0.03586795,-0.022131393,0.0495244,-0.015907526,0.006519942,-0.048290465,-0.05184342,-0.029831052,0.026510606,-0.0684439,-0.027140826,0.019545019,-0.091526575,0.021152554,-0.0075461636,-0.1154223,-0.057878107,0.025779838,-0.13307099,0.12085015,0.005452409,-0.05607994,0.083903365,-0.029284025,0.0004529018,0.06750371,-0.060292184,-0.019597465,1
ChemicalEngineering,Area3,0,0.07566153,-0.0012188337,-0.09979361,0.02386479,-0.09655409,0.121153615,0.109733224,0.08203481,-0.06502785,-0.038702153,-0.25108278,0.10277114,0.040771622,0.16846302,-0.040861372,-0.13621828,0.07692347,-0.1925299,-0.11974977,0.013178225,-0.008915557,0.070422515,0.014477953,0.19224301,0.065854385,-0.01589224,-0.16783535,0.08251625,-0.068849176,-0.09226498,0.00963452,-0.12100389,0.100259185,-0.023416866,0.07594869,0.040731303,0.07079426,-0.21675894,0.03390912,0.08636248,0.082049616,-0.027362328,0.21840556,-0.108960405,0.07187359,0.054223813,0.04384907,0.08871813,0.19566283,-0.15427414,-0.029373994,-0.34671012,0.02057922,0.043177046,0.06650023,-0.017678495,-0.100220084,0.046066716,-0.021516362,0.1955491,-0.050922144,-0.07776507,-0.13304028,0.05399255,0.11888733,0.038361143,0.10638255,-0.11398357,-0.15058309,0.014312292,-0.096606515,-0.0055673127,-0.070316896,-0.043957196,0.09216754,-0.024861496,0.014966525,-0.08335189,-0.08884589,-0.0589963,0.040588602,-0.12183062,-0.04731408,0.030990053,-0.17129579,0.04226287,-0.0079256985,-0.21164604,-0.10382553,0.049188532,-0.24860382,0.22119129,0.009696599,-0.1029167,0.15124385,-0.04890015,0.0003601173,0.11546604,-0.11630897,-0.03780403,1
ChemicalEngineering,Area4,1,0.07945437,-0.0016561489,-0.09258813,0.023853095,-0.09914842,0.122645326,0.10632252,0.08218098,-0.063830875,-0.04298192,-0.24478348,0.10278677,0.039637204,0.17116742,-0.042267352,-0.1306459,0.08319693,-0.18689191,-0.11494426,0.008796654,-0.003901947,0.06656641,0.018297218,0.18855242,0.065173894,-0.013617878,-0.16561049,0.07795761,-0.06746947,-0.08992338,0.0124971755,-0.12384695,0.09925034,-0.023767931,0.0708693,0.03471456,0.06342609,-0.21417852,0.03989914,0.08524694,0.07852149,-0.019718522,0.21584766,-0.11236674,0.06780332,0.06004202,0.04565112,0.08463029,0.1924326,-0.14412515,-0.026494354,-0.34607932,0.014182174,0.04135708,0.06954018,-0.020862872,-0.0975177,0.050645396,-0.024802634,0.19481294,-0.051574174,-0.07522903,-0.13400961,0.057766646,0.115041055,0.036526922,0.10221339,-0.115094006,-0.14166623,0.010670289,-0.09283137,-0.011309479,-0.063394,-0.043821607,0.090992935,-0.025082551,0.015606965,-0.08580592,-0.0937677,-0.052786794,0.04401587,-0.119474314,-0.048158154,0.029426476,-0.16961654,0.040218934,-0.0066124033,-0.21406518,-0.10643735,0.05015856,-0.24312203,0.22131209,0.005864045,-0.101581775,0.15271872,-0.054191217,-0.006267287,0.120267205,-0.10772557,-0.038627136,1
ChemicalEngineering,Area4,1,0.090291485,-0.0023906028,-0.10565472,0.021238904,-0.1102073,0.13728982,0.11814418,0.092377506,-0.068213396,-0.04622399,-0.27250844,0.11019242,0.04290379,0.19062658,-0.045792174,-0.14471254,0.09285729,-0.20951739,-0.13074596,0.009987658,-0.00882884,0.071224846,0.018305082,0.21035834,0.077980146,-0.01758707,-0.18293741,0.08877394,-0.07116018,-0.0970061,0.0141263325,-0.13694327,0.10665023,-0.024243915,0.08399703,0.041147605,0.07542367,-0.24048004,0.046201065,0.09880386,0.092332214,-0.025107447,0.23665252,-0.12221755,0.07665757,0.06397217,0.04818213,0.09672014,0.21854794,-0.1654308,-0.02891818,-0.38607052,0.02066445,0.04890749,0.07455768,-0.022580909,-0.11295812,0.05245144,-0.025845235,0.21310584,-0.058794033,-0.08266102,-0.14671558,0.06438683,0.1269333,0.038540304,0.11497667,-0.1290177,-0.16317844,0.015139395,-0.099062994,-0.004995606,-0.072809845,-0.049662814,0.10303304,-0.028350225,0.019891,-0.09606122,-0.10290487,-0.06215285,0.05082358,-0.13517411,-0.051446576,0.037533034,-0.18434201,0.04887725,-0.013933514,-0.23523808,-0.115309,0.053395815,-0.26841578,0.24548396,0.010090113,-0.115752555,0.1684151,-0.059685558,-0.0031868718,0.13170986,-0.12048076,-0.042056218,1
