Level,Recommendations
2,"1. In the different stages of planning, various fora and stakeholders meeting, the participation or involvement of students for the development of the University is highly recommended."
2,2. The College of Engineering may create and support a College-wide publication for the Engineering students for update of information as well as developing students' ability and skills in journalism.
2,3. The University may encourage faculty members or staff to conduct research regularly pertaining to student's affairs and services such as client satisfaction especially in this time of pandemic as a basis for improving the services to the students.
2,4. A licensed Guidance Counselor may be hired to conform to the requirement stipulated in the CMO
2,5. It is recommended that the Task force may substantiate each benchmark statement with relevant and updated documents.
