Level,Recommendations
3,if budget warrant lecture and laboratory room be refurbish to be more conducive to learn
3,the administration may consider establish a review center inside the campus to prepare the student for the licensure examination
3,regular renewal of security personnel license be do
3,bulletin and display board be update
3,food servicescanteen for the college of engineering be improve
3,substantial and update document be present
