Level,Recommendations
3,hire additional guidance counsellor that will cater fully to the need of the student may be consider
3,proper guideline on the exist salary grade of license guidance counsellor as per ched and civil service commission standard be follow
3,the best practice for the provision of sanitary canteen as per ched standard be observe
3,periodic monitoring and evaluation of dormitory and boarding house may be do to safeguard the welfare of student
3,the best practice for the provision of well dormitory as per ched standard be observe
