Level,Recommendations
3,a wide dissemination through all possible mean of the vision and mission of the university as well as the goal and objective of the college in both the print and mass medium should regularly be consider in order to increase the level of awareness of it clientele particularly of the college
3,there should be regular research on the level of awareness of the vision and mission of the university together with the goal and objective of the college and curricular program to foster the realization of it vmgo
