Level,Recommendations
3,research on student need employability and demand analysis of graduate and effectiveness of the implementation of student activity be encourage
3,a more active alumnus association is imperative hence shall be strengthen
3,for a more responsive guidance service accreditedlicensed guidance counselor can be hire to well service the student
3,budget for student development can be review to allow great flexibility in render student service and in conduct student activity
3,linkage with industry government and private entity shall be strengthen in orderto identify more employment opportunity for graduate
3,since result and feedback will be the base for improve student service regular monitoring and evaluation of activity shall be continuously conduct
3,enrolment campaign be encourage to increase enrolment
